id,document,toxic,obscene,threat,insult,identity_hate
1666795,무섭지도 않았고 스토리도 ..ㅡㅡ,1,0,0,0,0
4866815,영화속 억지스럽고 노골적인 술광고를 좀 은은하고 센스있게 했으면 어땠을까?,1,0,0,0,0
7747745,킬링타임,0,0,0,0,0
3926204,"태어나서 처음으로 영화보다 중간에 나왔습니다,,,,불륜이 로맨스냐,,",1,0,0,0,0
2304429,왕짜증.....아주 전개를 짬뽕으로 믹스했구나...음향만 무섭게하네..하아,1,0,0,0,0
9685228,솔직히 난 별루더라 시간낭비느낌,1,0,0,0,0
85848,내용이 이상해;,1,0,0,0,0
7785809,내용전개가 너무나 느리다........,1,0,0,0,0
9757434,소재는 흥미를 끌지만 이야기 전개가 투박해서 몰입이 안되는군,1,0,0,0,0
9753792,절대 보지마라 쓰레기 영화,1,0,0,0,0
7520154,"중국인 특유의 과장, 허풍... 있어보이려고 안간힘 쓴 노력은 가상하나, 고증과 현실감 떨어지는 설정이 거북스럽다... 도대체 그들은 왜 이렇게까지 스스로를 과대포장하는 것인지...",1,0,0,0,1
8902582,그냥 불법체류자 때려잡는 영화면 좋았을텐데...무슨 우상화를 만든다고 미국의 따뜻한 설정...이건 뭥미??,1,0,0,0,0
3914806,별로다.,1,0,0,0,0
9893434,아니 이게 왜 9점대 일까...;;;,1,0,0,0,0
10138538,올레에 공짜로있길래 봤음 ㅋㅋ 헐 ... 스토리가 문제가아니라 연기자들이 전혀 배역이랑 어울리지않음 그리고 상대배우들하고 다 따로 노는거같음~~ 이건 연기자들도 문제있음 보아는 진심 완전 별로임 라미란하고 아들이 젤 볼만했음,1,0,0,0,0
6139250,너무 욕심이 많았던 영화. 어느 한 쪽만이라도 제대로 보여줬다면......,1,0,0,0,0
6738759,아 빵점~,1,0,0,0,0
5678216,아주 모자라진 않다.,1,0,0,0,0
8470143,영화 도둑들이나 뫼비우스 하고 같은 나라에서 만들어졌다는게 믿어지냐..?,1,0,0,0,0
625839,케이블에서 그만 나와줬으면 - -,1,0,0,0,0
6153764,"다르덴,이냐리투,차이밍량이 하나도 안섞인채 짬뽕 그릇에 담겨있다.",1,0,0,0,0
9179457,여군 잼없음 뭐하는건지 ...ㅡㅡ잼없음 엠비씨 다잼없음 질린다이제,1,0,0,0,0
8747603,"한석규, 김혜수 연기만 돋보인 영화. 어딘지 모르게 많이 어설픈 영화.",1,0,0,0,0
8513072,재미있다고 허풍 떨지 마세요,1,0,0,0,0
8546726,용가리 진짜짱짱맨이다ㅋ,1,0,0,0,0
6842532,작가가별로다 내용이진짜별로임.. 맨날그냥기대하고 재방송하면 혹시나하고봐줘도 답없다진짜..,1,0,0,0,0
8518274,그만좀 끌고 이제 끝내라. 지겹다 지겨워.,1,0,0,0,0
6252170,정말 실망 스러웟음..,1,0,0,0,0
8777723,배우들은 지네들 안뜨니까 이런영화 찍을껀데??? 왜 안뜨는지 진짜 모르는거야? 면상 딱 보면 알겠구만... 왜 지네 자신들은 모를까?,1,0,0,0,0
8670820,어린이가 좋아할듯...내어릴적 동심은 멀리 떠낫나보다.,1,0,0,0,0
3384269,무술인이 왜 총을드나?,1,0,0,0,0
7033414,"평점조절위원회에서 나왔습니다(웃음)김혜선은 @내일이 오면@의 김순정,순정이 역할이 제일이다.팜므파탈로써,그 정도까지 잘해낼 줄은,정말 의외였어...연기20년 한사람에게 요즘 사극에서 벌어지고 있는,그녀에 대한 연기논란은 왠지 코미디의한장면 같음(웃음)",1,0,0,0,0
4777325,소파에 죽 치고 앉아 지켜 볼 이유가 없는 작품.,1,0,0,0,0
7263316,"주된 타겟이 어린이니 일반적인 논리가 통하지 않는 건 알겠다. 하지만 게임은 흥미롭지 않고, 요원이라는 주인공이 너무 무능력해서 별로 재미없다. CG 배경도 거슬린다.",1,0,0,0,0
9297500,"뮤지컬 영화인데 사운드 녹음 엉망, 남주는 춤도 못추고, 내용은 뻔할뻔, 주인공들 목소리도 너무 안어울리고 어제 CGV에서 뛰어 나가려다 참았습니다.진심 말리고 싶습니다. 영국의 저예산 DVD용 영화뮤지컬영화 아닙니다. 맘마미아 1/10도 안됨",1,0,0,0,0
6245450,게이물인줄 모르고 봤네...,1,0,0,0,0
5249559,알바는꺼저라,1,0,0,0,0
8570013,이 영화 머임????내가 왜 받아 봤을까? 그것이 알고싶다....이 영화는 배우들과 스텝들이 감독의 꼭두각시였음.,1,0,0,0,0
8880577,4대2라니....최악,1,0,0,0,0
8681070,정말 짜증의 극치를 보여주는영화. 굉장히 언밸러스한 느낌. 뚱뚱하고 못생긴 남자애의 발연기를 시종일관 봐야하는게 고역인듯. 간간히 흘러나오는 잔잔한 클래식풍의 음악조차도 듣기싫어 짜증날정도로 상당히 싫은영화.,1,0,0,0,0
6555618,별점 주기도 아깝네요 얼마나 내용이 진부한지 욕 밖에 안나오네요보고 재밌다고 하는 사람 초딩들인가요 죄송해요 너무 화가나서.아무 것도 볼게 없습니다 보지 마세요 그냥 티비판짜집기 한거 같네요,1,0,0,0,0
4989285,나 왠만해서 짜증안내는데...-_-,1,0,0,0,0
1711932,돼지피먹고 닭목따는 장면에선 우웩~ 역시 무당은 아무나 하는게 아니다.,1,0,0,0,0
1870395,버려,1,0,0,0,0
9829888,유치하고 지루하고 잠이 왔다,1,0,0,0,0
8333987,3류풍 판타지 3점만 가져가,1,0,0,0,0
8126489,윤종신 복귀는 좋았지만 이하늘은 도대체 왜 뽑혔는지 알수가없다. 참가자 실력을 따지기 전에 심사위원 인격과 실력부터 쌓고 오시길^^ 어하어허 그만좀 하고요,1,0,0,0,0
5503928,기존 멜로영화 형식을 탈피하려고 하였으나 감정의 절제가 지나쳐 너무 담백한 영화,1,0,0,0,0
9163009,이게 14년도에 만들어진건가요? 아니면 예전에 만든거 다시개봉한건가요?ㅠ너무 허접해요 ㅠ,1,0,0,0,0
8913715,개콘은 요즘 갈수록 코너들이 다노잼이고 웃음이안난다,1,0,0,0,0
8508764,후세와 사랑하게된 결정적 계기 그시간이 표현되지 않았으며 시람의 생명을 빼앗아야만하는이유등을 시노가 출현하는 연극으 로 더 알려주었으면 하는 생각이든다. 또한 시노가 얼마나 본능을절제히면서 시랑을 하려고 노력하는지를 더 보여줬다면 좋았을뻔했다,1,0,0,0,0
3403149,새벽시간에 하는 일본 영화들은 전부 개졸작이다.일본영화원래 다이래??,1,0,0,0,1
1119950,강수연의 나가있어~!그리고 최정원의 신음신~,1,1,0,0,1
4817061,가발 쓰고 싶다,0,0,0,0,0
2922082,10대들을 위한 성적 호기심 영화?,1,0,0,0,0
7227535,이거 응답하라에서 은지원원도 스스로 욕하지 않앗나? ㅋㅋㅋㅋ,1,0,0,0,0
3943125,구성이 상당히 부실한 영화. 역시 네이버 평점은 믿을수 없다.,1,0,0,0,0
1922525,장끌로드의 몰락을 가져온 오우삼 헐리우드 작품중 가장 재미없었던 졸작,1,0,0,0,0
9039778,언제적 영웅본색 연출인지 현실성 제로인 영화,1,0,0,0,0
9324383,진심 재미 없는데 너무 평점 높아서 화남;,1,0,0,0,0
9150201,더럽게 재미없다 어떤 형태로도 와 닿지 않는 허무하고 완벽히 지루한 영화고 영양가 하나도 없는 영화다,1,0,0,0,0
1347002,판의미로와 동급 trash of the trash,1,0,0,0,0
9666256,코믹한건 좋았는데 짜임새가 너무 허술하다,1,0,0,0,0
8309459,하..진짜 댓글보고 한번쯤볼만한 영화인거같아서봤지만 기가찬다..이게무슨버킷리스트인가! 죽기직전에 소원들어주기? 내가보기엔 죽기직전에 막 살자 인거같다. 감동도없고.. 진짜 '버킷리스트' 란 영화에 발톱에 때만큼도 못따라가는쓰레기영화.. 완존실망..,1,0,0,0,0
8010423,이시간좀...밝고긍정적인드라마보고싶어서..보긴보는데....오버하는연기들이거슬리네요...연기인게너무표나요....홍혜정역이그나마도후련기도하고시원하고.....나머진다들답답하네요...낼월요일인데...해피한것만보고싶네요....,1,0,0,0,0
7712668,"정치인의 모순인가, 정치범의 모순인가....",1,0,0,0,0
5613442,"좀 어렵기도 하고, 전쟁에 대한 묘사가... 잘 모르겠다.",1,0,0,0,1
4193028,일본에서10주년 극장판만드는데 우리나라에선 10주년으로 재개봉하니이건 좀 ㅄ 아님?,1,0,0,0,0
9103654,한대희가 개그콘서트본다고 내전화끊음개그콘서트 없애주세요 ㅡㅡ,1,0,0,0,0
9737474,한물 간 동서양 두 배우의 싸움판.,1,0,0,0,0
8711262,푸하하하 이거 기대 안했지만.. 역시나 구만..ㅋ,1,0,0,0,0
10114923,엄마는 무고한 지 딸을 감옥살이 시켜시켜? 이해 안돼요,1,0,0,0,0
3988502,이영화는.제발 책을보세여.감독이 미친겁니다.이따위로 만들어놓고.화가 날정도 ㅡㅡ,1,0,0,0,0
512688,신나는 흑인음악과 아이스 큐브 뿐 남는게 없다,1,0,0,0,0
10010968,드럽게 재미없네 시간이 돈이다? 내 시간은 어쩔건데,1,0,0,0,0
7435669,옥소리 프로필 사진에 1점남기고 갑니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ완전 대박이다 진짜 아우 짜증나!,1,0,0,0,1
9414462,콩은 까야 제맛 콩은 까야 제맛,1,0,0,0,0
6291727,이적의 소설. 재미없다.,1,0,0,0,0
3427286,액션영화가 아니다.범죄 느와르 영화다. 허나 범죄 느와르 영화로서도 실패작.......,1,0,0,0,0
8670966,모녀를 토막살해한 살인자가 부성애라니.... 말이되나... 감동받은 사람들 본인들이 피해자가 되도 감동받았다고 할수있을까... 진심 묻고싶습니다...,1,0,0,0,0
5124760,아 OOO기.. 이걸 본 내눈이 아깝다 ㅡㅡ 진짜 아놔 진짜 OOO기명작이네요,1,0,0,0,0
6931068,필름값이 아깝다..재미 더럽게없다..2점부터 점수준것들 매미 OO,1,0,0,0,0
8381652,남주인공 연기력 안습이네요... 혀짧은 소리 듣기도 너무 힘들었네요 매니저역활분이 남주인공하는게 훨 좋았겠다는 생각이 들정도... 영화 자체는 적당히 볼 만 합니다 ^^,1,0,0,0,0
8557261,"3점이 딱.... 액션,스릴러인데 액션과 스릴이 없다.",1,0,0,0,0
3187395,"완전 스토리도 엉망이구, 완전 비추..ㅜ",1,0,0,0,0
10274403,OOO영화 뭘전달하려는지모르겠네 오글거리고,1,0,0,0,0
7041870,......더빙이 이상해요.....할머니는 월래익숙한 ㄷㅔ.....,1,0,0,0,0
9268003,이게 2편이 나왔어???,1,0,0,0,0
917164,모든게 2%씩 다 부족했다...아니..50%씩...,1,0,0,0,0
1595727,정말 말 그대로 '쇼'하는 영화..,1,0,0,0,0
1724444,이게 웃겨?,1,0,0,0,0
7124022,망함,1,0,0,0,0
10243387,"사람들이 재미없다고 해서 레알 기대 안했는데 생각보다 볼만함. 근데 여자애랑 복순이랑 다투는 장면? 그건 굳이 없어도 됐다고 생각함 몰입도 겁나 없애고, 어색해보였음",1,0,0,0,0
4523923,여주인공 인터뷰할때 지루해죽는줄알았음 ㅡㅡ 그냥저냥 킬링타임용 스릴러,1,0,0,0,0
7862272,전미 박스 오피스1위 ㅋㅋ 그냥 몰아주기 하는건가 어떻게 이런영화가 1위를 하지 옛날 80~90년대 우뢰매수준의 물폭탄싸움이네 ㅋㅋ 손에서 빔나가나 손에서 물폭탄 나가나 다를게 뭐지?,1,0,0,0,0
573776,감독이 여자다보니 기량이 많이 딸리네,1,0,0,0,0
9643549,이런 영화는 하나의 개연성만 없어도 허무하게 만들어 버린다. 조디포스터의 이쁜 모습만 남을 영화.,1,0,0,0,0
9907350,스토리도 말이 안되고 개막장 사랑이야기도 아니예요 이걸보고계신다면 당신의 시간과돈을 아낀거예요^.^휴 그래도 본다면 호구,1,0,0,0,0
6969112,평점이 너무 높다. 전혀 재미있지 않았다. 쓸데없이 말만 많음. 이런 류의 영화는 조연들의 뒷받침이 중요한데 조연들의 내용자체가 전혀 없음. 또한 여배우도 별로 매력 없었다. 이틀전에 저스트고위드잇의 애니스톤을 보고 이 영화를 봐서 그런가. 실망했음,1,0,0,0,0
9197636,이건 시종일관 질~~질왜? 제목이 야경꾼 일지냐고 지금 10회가 넘어가는데 즉 2달이 넘어가는데. 앞에서 누군가가 얘기 하더만 이거 100부작이냐고 그러다 또 한 순간에 모든걸 훅진짜 지루함의 지존,1,0,0,0,0
7860179,장면 개연성도 없고 아역은 연기도 못하고 무슨 추노에 나오는 민폐언년 외국판인줄....초반만 그럴싸한 저급영화,1,0,0,0,0
4813296,이 영화 정말 별루예요. 결말이 이상해요....,1,0,0,0,0
8153915,딱히 재미는 없네요 킁;;,1,0,0,0,0
7983475,누미 라파스 신봉선 닮아서 안 본다,1,0,0,0,0
6986888,케이블에서 그만 좀 재탕해라.,1,0,0,0,0
7717145,지금 이거 티비로 돈내고 보고있는 내가한심하다,1,0,0,0,0
7713083,쓰레기 연예인 재기의 장~~그러나...,1,0,0,0,0
9796817,발로만든영화. 지진나서 주인공 넘어지는데 뒤로 사람들 유유히 걸어다니고 있음. 발CG + 발연기 + 발시나리오.... 내용도 정말 뭐같음 ㅋㅋㅋ,1,0,0,0,0
7049293,적당히 해야지 언제 끝나는것인가?,1,0,0,0,0
8830133,아 츠무구만 없어지면 별 5개줄게,1,0,0,0,0
8189929,"철지난 조폭 코미디와 뼈대 있는 가문의 이야기를 섞었지만, 둘 다 지루하다. 박정아를 비롯해 배우들은 보기 민망한 연기를 펼치고, 기억에 남는 건 하나도 없다.",1,0,0,0,0
8823884,군더더기 없이 잘 진행되는데 재미도 없는게 문제,1,0,0,0,0
1374993,아 지대짜증 아빠랑 봣는데 민망해 죽는줄,1,0,0,0,0
6394494,0점은 못주냐??,1,0,0,0,0
1699544,최악의 애니메이션.. 지루하고 재미없고 스토리마저 진부하다,1,0,0,0,0
6352418,좋은 의도와는 다르게 불쾌한 표현법,1,0,0,0,0
2211206,줄리아로버츠 귀여운연인은 이거보다 5년전꺼다 ...,1,0,0,0,0
10212408,"신선하네..,,..,,..",1,0,0,0,0
5591006,한창 핵펭귄이 남북 거짓평화로 전국민을 속이던때 만들어진 영화,1,0,0,0,0
9793236,지금 티비에서 하는데.. 못 보겠다..,1,0,0,0,0
9502251,여자애 한명이잘 못해서몇명이죽는거야ㅋㅋ답도없다ㅋ,1,0,0,0,0
2092294,안습,1,0,0,0,0
4930770,감독의 의도를 전혀 알아차리지 못했다.,1,0,0,0,0
9569992,최악이다 영화보다가 잠오긴첨임 지루해둑을뻔,1,0,0,0,0
7751180,탄탄한 !~배우들 될고 ~머하는 건지~~~~~~~~~~~,1,0,0,0,0
9954533,결국 감독 자신이 하고 싶은 의견을 지존파 핑계삼아 하려고 한듯. 지존파 살인은 정당화하고 정부탓이 였다는.사회탓이라는.,1,0,0,0,0
8555924,"사실여부를 떠나,알고왔던 아더와 너무 매칭이 안돼더라.원탁기사중 실제 검술 최고수는 랜슬롯으로 알고 있는데,트리스탄보다 못하고,싸우는 검술은 마치 중국검술 흉내낸거 같은게;; 그리고 란슬롯이 실제는 쌍검였나?너무 매칭이 안대 하튼 ㅋ기네비어역도 미스.",1,0,0,0,0
5277723,대한민국 영화 수준의 평균치를 하락시키기에 충분한 C급 영상물,1,0,0,0,0
7917426,0점은 없나??,1,0,0,0,0
6237814,재미없다... 기대 완전 했는데.... 완전 못함!!! 실망....,1,0,0,0,0
9831680,돈과 시간이 아까운 영화,1,0,0,0,0
9751497,네러티브는 하나도 없는 예쁜 음악 동영상. 취미로 영화만드는 것은 이걸로 끝나길 . 잘하는 음악에 올인하길.,1,0,0,0,0
8117850,배우들의 연기는 좋았는데.. 뭘 말 하려는 건지?,1,0,0,0,0
6277438,학위위조성범죄자 문제자들만 모아서 영화찍음 왜그랬으까 제작비 아끼려구 패자부활전 하냐?,1,0,0,0,0
5878347,솔직히,0,0,0,0,0
9405373,잔인하기도 하고 무서웠어요ㅠ탑은 멋있더라구요~~,1,0,0,0,0
4758250,무섭지도 않고 기분만 나쁘고 쩝,1,0,0,0,0
9040261,그랜드 부다페스트 호텔과 시리즈 같네.. 캐스팅이 아까워~,1,0,0,0,0
6824144,빨리감기해서 봤음...투자비는 많이 들었을 것 같은데...영화사 망했네~ㅎ,1,0,0,0,0
10184469,도대체 뭐가 재밌다는건지 모르겠네요 무슨 아이언맨 시리즈의 개그도 뛰어넘는다 하는데 어디서 웃어야할지도 모르겠고 내용도 뭔지 뜬금없는 히어로놀이는 또 뭔지.. 왜이렇게 평점이 높은지 모르겠습니다,1,0,0,0,0
9589406,왜 극을 끌어가는 중심있는 캐릭터가 있어야 하는지 알게 된영화 살인마와 대적하는 그리고 사건을 해결하는 인물이 없고 그리고 왜 마지막에 다 탈출 해놓고 나서 잡히고 죽임을 당하는지 이해할수가 없다. 대체 조달환 정유미는 왜 나옴?,1,0,0,0,0
4879638,진 짜 리얼 개 쓰레기 영화 . 다 보고 나면 정말 찝찝해지는 영화 절대보지마,1,0,0,0,0
1656447,누가 더 혀짧은가 내기하면 박빙일것같다,1,0,0,0,0
9999070,개노잼;; 뭔가 스토리도 부족하고 다이상함 진짜;,1,0,0,0,0
8063353,"답없네, 뭐하는건지..",1,0,0,0,0
6641262,페이스 허거 같음ㅋㅋㅋㅋㅋ,1,0,0,0,0
9855049,소피마르소와의 말같지도 않은 불륜이 내용 다 망침. 물론 실제 역사에는 그런 똥같은 이야기는 전혀 없었음.(주인공 죽을때 공주는 10살이었음)한마디.만약 미국인과 맞서 싸우는 아메리칸 원주민의 자유 투쟁기였으면 절대 아카데미상 못 받았음.,1,0,0,0,0
10232830,림프비즈킷의 OST만 10점. 개봉 당시 극장에서 봤는데 영화내내 오우삼 쥑이고 싶었던ㅋㅋ,1,0,0,0,0
8313164,"스토리, 액션, 그래픽 머 하나 건질게 없는 망작. 그냥 게임으로나 즐기셔~",1,0,0,0,0
8939261,간첩색휘들 애쓴다 밥은 먹고 다니냐?,1,0,0,0,0
7857671,좀 검증된 애들좀 출현시켜라이탈리아 특집 장난하냐,1,0,0,0,0
142324,아 정말짜증나네 절때보지말껄욕나옴,1,0,0,0,0
4779812,이딴게 한국 영화라니,1,0,0,0,0
8497657,짜가인가 이게뭐여..뭔..,1,0,0,0,0
8896748,CG도 별로고 전개도 별로고 연기도 별로고 한마디로 재미없다,1,0,0,0,0
3107684,번지수 잃고 갈팡질팡,1,0,0,0,0
5025054,말랑말랑 ...,1,0,0,0,0
4655750,걍 둘다 변태,1,0,0,0,0
6167275,"샤넬의 인생과 성공,이 아니라 샤넬과 그의 남자들",1,0,0,0,0
4877829,영화가 내용이 없다,1,0,0,0,0
9248386,연기력에서 유혹하지 못한다,1,0,0,0,0
5483898,"난감하다. 재미도 없고, 세상을 깜짝 놀라게 하는 센세이션도 없다.",1,0,0,0,0
6302401,아무리 노력했어도 '차이나타운'을 대놓고 베낀 것은 용서가 안 됨.,1,0,0,0,0
3379092,"안무서워!! 귀신이 애기라 그런건지,,, 그냥 깜놀하기만할뿐이야",1,0,0,0,0
5785985,뭐하자는건쥐... 모든것이 다 어설프고...,1,0,0,0,0
3249844,"남자배우들 정말 미스캐스팅. 연기력 안습... 조은숙, 김유미 연기땜에 참고 봤다",1,0,0,0,0
9488543,개답답 먼주인공이 지혼자 복수도 못함?주변에서 해주길바라는 민폐녀?아직도 끌려다니고ㅡㅡ,1,0,0,0,0
8392466,억지스러운 시나리오..지루한 전개.. 1편 보다 못한 구성등.. 2편은 안나오는게 나았다..망작..배우들이 영화보는 눈이 없어서 안타깝다.,1,0,0,0,0
3398398,ㅋㅋㅋㅋㅋㅋㅋㅋ 반도 안되는 영화,1,0,0,0,0
2504572,이 영화가 평점이 높은 이유를 모르겠어..ㅡ.ㅡ::,1,0,0,0,0
6150881,"진짜 재미 없는 영화 공통점....스포츠영화,군대영화,자막 나오는 영화",1,0,0,0,0
2163194,당시 개봉날 보고 울면서 나왔다. 돈아까워서..ㅋㅋ,1,0,0,0,0
9990660,시나리오 연출 연기 어느것 하나 갖추지 못한 시간이 넘 아까운 억지 싸구려 중국 신파 경극...,1,0,0,0,0
7086350,그만빙빙돌리고 밝혀지게하면안되나요 ?보려다아직도질질끌어짜증나.안봄 여기서또사고터져 또질질끌면진짜짜증날듯 ?빨리빨리밝혀질건밝혀지면서반전이있든지 ?작가님 이드라마사랑하고잼있는데 넘끌어짜증나요,1,0,0,0,0
9849333,졸면서 봤다 왜이리 평정이 높은겨 내용도 별거 없고 아오 감수성 영화냐 이거,1,0,0,0,0
6237908,진짜 한번만더 이런영화 상영하면 용서하지 않는다지금 영화보면서 카톡하고잇음 아놔 진짜,1,0,0,0,0
9484080,살아는 있지만 생동감을 잃은 박물관,1,0,0,0,0
9578706,노땅들의 한심한 추억미화,1,0,0,0,0
1109987,인종차별과 유괴라는 두주제의 불협화음,1,0,0,0,0
7551529,고명환이 연기가 쩌냐? 아니면 돈이 없어 쓴거냐..후자라면 볼가치가 없는영화,1,0,0,0,0
5080819,속편에서는주인공이전작처럼앨빈의밴드였으면좋았을것같다.캐릭터추가로더이상해진듯,1,0,0,0,0
9265375,글쎄 나와는 안 맞는 성향의 영화 중 하나. OST는 들을 만함,1,0,0,0,0
3978509,즐~~~~~,1,0,0,0,0
9293103,막장도 재미가있어야 보지..재미도 없고 짜증만 남남녀주인공이 어울리면 참고보겠는데 진짜 안어울리고웬만하면 다 재밌게 보는데 진짜 내가본것중 제일 최악이였음!!무튼 주인공들부터시작해서 성격 개 이상함!!조기종영이 답이다...,1,0,0,0,0
10153465,글쎄요.... 뭐랄까... 영화 제목을 잘못 보고 착각한 내 잘못이랄까...,1,0,0,0,0
10049872,그냥 기독교영화네요. 좀 더 깊이있는 내용을 기대했는데.. 실망입니다. 영화도 뭔가 엉성해요;;,1,0,0,0,0
9427493,그냥 책으로 읽는게 더 절절하게 다가온다. 영화는 내용을 너무 비약하고 삭제해서 행간을 잃어버렸다. 책에서 꽉 찼었던 느낌과 반대로 모든 것이 엉성하다.,1,0,0,0,0
9995177,스킨헤드성님들이 이 영화를 싫어합니다.,1,0,0,0,0
9600841,자동차 매니아인 나의 평점은 5점 이하~속았다...아오~,1,0,0,0,0
6159178,정체성은 사치인가?,1,0,0,0,0
10059230,나이먹은아저씨들이 일찐놀이하는영화 개역겹다. 알바풀었냐 현실감 개진짜 개제로,1,0,0,0,0
9988541,남극은 왔는데 그만 길을 잃었다. 오르지 못할 곳은 오르는 것이 아니다.,1,0,0,0,0
8130040,포스터는 진심 개쩐다~ 엑소시스트를 능가하는 공포물 같지만 실상은 처키보다 못한영화,1,0,0,0,0
5398829,시청률 44%는 개뿔;; 존11나 재미없어;; 이제보니 MBC가 사극너무못만드네;;,1,0,0,0,0
